workerid,proliferate.condition,accuracy,accuracy_bool,alter_ball_visible,alter_can_infer,alter_occluders,ball_pos,character_choice,collective_ball_visible,collective_can_infer,ego_ball_visible,ego_can_infer,ego_occluders,internal_node_id,response,rt,search_locations,stimulus,time_elapsed,trial,trial_index,trial_type,error
204,Experiment 3,True,1,True,True,001,0,0,True,True,True,True,011,0.0-5.0,0,943,[0],stimuli/0001011.jpg,92343,prediction_trial,30,image-keyboard-response,
204,Experiment 3,True,1,True,True,100,1,1,False,False,False,False,110,0.0-7.0,1,1417,[1],stimuli/1100110.jpg,94479,prediction_trial,32,image-keyboard-response,
204,Experiment 3,False,0,False,False,111,0,0,False,False,False,False,101,0.0-9.0,2,1294,[0],stimuli/0111101.jpg,96560,prediction_trial,34,image-keyboard-response,
204,Experiment 3,False,0,False,False,011,1,1,False,False,False,False,110,0.0-11.0,0,1676,[1],stimuli/1011110.jpg,99347,prediction_trial,36,image-keyboard-response,
204,Experiment 3,True,1,True,True,010,2,2,True,True,True,True,010,0.0-13.0,2,800,[2],stimuli/2010010.jpg,100909,prediction_trial,38,image-keyboard-response,
204,Experiment 3,False,0,False,False,111,0,0,False,False,False,False,111,0.0-15.0,1,1089,[0],stimuli/0111111.jpg,102709,prediction_trial,40,image-keyboard-response,
204,Experiment 3,True,1,False,False,110,1,1,False,False,True,True,100,0.0-17.0,1,704,[1],stimuli/1110100.jpg,104131,prediction_trial,42,image-keyboard-response,
204,Experiment 3,True,1,False,False,101,2,2,False,False,True,True,010,0.0-19.0,2,611,[2],stimuli/2101010.jpg,105300,prediction_trial,44,image-keyboard-response,
204,Experiment 3,True,1,True,True,100,1,1,True,True,True,True,001,0.0-21.0,1,728,[1],stimuli/1100001.jpg,106684,prediction_trial,46,image-keyboard-response,
204,Experiment 3,True,1,True,True,011,0,0,True,True,True,True,010,0.0-23.0,0,756,[0],stimuli/0011010.jpg,108152,prediction_trial,48,image-keyboard-response,
204,Experiment 3,True,1,False,False,011,2,2,False,False,False,False,111,0.0-25.0,2,1234,[2],stimuli/2011111.jpg,109966,prediction_trial,50,image-keyboard-response,
204,Experiment 3,True,1,True,True,100,1,1,True,True,True,True,101,0.0-27.0,1,927,[1],stimuli/1100101.jpg,111710,prediction_trial,52,image-keyboard-response,
204,Experiment 3,True,1,False,False,111,1,1,False,False,True,True,101,0.0-29.0,1,773,[1],stimuli/1111101.jpg,113031,prediction_trial,54,image-keyboard-response,
204,Experiment 3,True,1,False,False,110,1,1,False,False,True,True,001,0.0-31.0,1,643,[1],stimuli/1110001.jpg,114321,prediction_trial,56,image-keyboard-response,
204,Experiment 3,True,1,True,True,010,2,2,False,False,False,False,011,0.0-33.0,2,908,[2],stimuli/2010011.jpg,115865,prediction_trial,58,image-keyboard-response,
204,Experiment 3,True,1,False,True,100,0,0,False,False,False,False,110,0.0-35.0,0,909,[0],stimuli/0100110.jpg,117504,prediction_trial,60,image-keyboard-response,
204,Experiment 3,True,1,False,False,111,2,2,False,False,True,True,000,0.0-37.0,2,757,[2],stimuli/2111000.jpg,119005,prediction_trial,62,image-keyboard-response,
204,Experiment 3,True,1,False,True,010,1,1,False,True,True,True,000,0.0-39.0,1,588,[1],stimuli/1010000.jpg,120280,prediction_trial,64,image-keyboard-response,
204,Experiment 3,True,1,True,True,010,0,0,True,True,True,True,000,0.0-41.0,0,615,[0],stimuli/0010000.jpg,121490,prediction_trial,66,image-keyboard-response,
204,Experiment 3,True,1,True,True,100,2,2,True,True,True,True,000,0.0-43.0,2,557,[2],stimuli/2100000.jpg,122583,prediction_trial,68,image-keyboard-response,
204,Experiment 3,False,0,False,False,111,2,2,False,False,False,False,011,0.0-45.0,1,1030,[2],stimuli/2111011.jpg,124127,prediction_trial,70,image-keyboard-response,
204,Experiment 3,False,0,False,False,011,2,2,False,False,False,False,011,0.0-47.0,1,950,[2],stimuli/2011011.jpg,125746,prediction_trial,72,image-keyboard-response,
204,Experiment 3,True,1,True,True,100,2,2,True,True,True,True,010,0.0-49.0,2,664,[2],stimuli/2100010.jpg,127015,prediction_trial,74,image-keyboard-response,
204,Experiment 3,True,1,True,True,101,1,1,True,True,True,True,100,0.0-51.0,1,592,[1],stimuli/1101100.jpg,128180,prediction_trial,76,image-keyboard-response,
204,Experiment 3,False,0,True,True,100,1,1,False,False,False,False,011,0.0-53.0,2,1220,[1],stimuli/1100011.jpg,129895,prediction_trial,78,image-keyboard-response,
204,Experiment 3,True,1,True,True,001,0,0,False,True,False,True,100,0.0-55.0,0,1303,[0],stimuli/0001100.jpg,131842,prediction_trial,80,image-keyboard-response,
204,Experiment 3,True,1,False,False,011,1,1,False,False,True,True,101,0.0-57.0,1,534,[1],stimuli/1011101.jpg,132993,prediction_trial,82,image-keyboard-response,
204,Experiment 3,True,1,True,True,110,2,2,False,True,False,True,001,0.0-59.0,2,589,[2],stimuli/2110001.jpg,134320,prediction_trial,84,image-keyboard-response,
204,Experiment 3,True,1,True,True,011,0,0,True,True,True,True,011,0.0-61.0,0,648,[0],stimuli/0011011.jpg,135532,prediction_trial,86,image-keyboard-response,
204,Experiment 3,False,0,True,True,011,0,0,False,False,False,False,110,0.0-63.0,1,681,[0],stimuli/0011110.jpg,136703,prediction_trial,88,image-keyboard-response,
204,Experiment 3,False,0,True,True,000,0,0,False,False,False,False,101,0.0-65.0,2,682,[0],stimuli/0000101.jpg,137954,prediction_trial,90,image-keyboard-response,
