workerid,proliferate.condition,accuracy,accuracy_bool,alter_ball_visible,alter_can_infer,alter_occluders,ball_pos,character_choice,collective_ball_visible,collective_can_infer,ego_ball_visible,ego_can_infer,ego_occluders,filler_trial,internal_node_id,key_trial,response,rt,search_locations,stimulus,time_elapsed,trial,trial_index,trial_type,trick_trial,error
241,Experimen 4,False,0,True,True,110,2,2,False,False,False,False,101,False,0.0-87.0,True,0,2038,[2],stimuli/2110101.jpg,377444,prediction_trial,112,image-keyboard-response,False,
241,Experimen 4,True,1,True,True,011,0,0,True,True,True,True,011,True,0.0-89.0,False,0,2038,[0],stimuli/0011011.jpg,380192,prediction_trial,114,image-keyboard-response,False,
241,Experimen 4,True,1,False,True,100,3,0,False,True,True,True,111,False,0.0-91.0,False,0,2675,[0],stimuli/3100111.jpg,383384,prediction_trial,116,image-keyboard-response,True,
241,Experimen 4,True,1,True,True,010,2,2,False,False,False,False,111,False,0.0-93.0,True,2,2784,[2],stimuli/2010111.jpg,386676,prediction_trial,118,image-keyboard-response,False,
241,Experimen 4,False,0,False,False,110,3,1,False,False,True,True,011,False,0.0-95.0,False,0,4636,"[0, 1]",stimuli/3110011.jpg,392066,prediction_trial,120,image-keyboard-response,True,
241,Experimen 4,True,1,True,True,101,1,1,True,True,True,True,101,True,0.0-97.0,False,1,1647,[1],stimuli/1101101.jpg,394828,prediction_trial,122,image-keyboard-response,False,
241,Experimen 4,False,0,False,True,010,3,1,False,True,True,True,101,False,0.0-99.0,False,2,2003,[1],stimuli/3010101.jpg,397549,prediction_trial,124,image-keyboard-response,True,
241,Experimen 4,False,0,False,False,111,0,2,False,False,False,False,110,True,0.0-101.0,False,0,2857,"[1, 0, 2]",stimuli/0111110.jpg,400973,prediction_trial,126,image-keyboard-response,False,
241,Experimen 4,False,0,False,False,110,3,0,False,False,True,True,111,False,0.0-103.0,False,2,3872,"[0, 1]",stimuli/3110111.jpg,406284,prediction_trial,128,image-keyboard-response,True,
241,Experimen 4,True,1,True,True,010,2,2,True,True,True,True,010,True,0.0-105.0,False,2,1189,[2],stimuli/2010010.jpg,408117,prediction_trial,130,image-keyboard-response,False,
241,Experimen 4,True,1,False,False,101,3,0,False,False,True,True,110,False,0.0-107.0,False,0,2029,"[2, 0]",stimuli/3101110.jpg,410641,prediction_trial,132,image-keyboard-response,True,
241,Experimen 4,False,0,False,False,111,1,2,False,False,True,True,001,True,0.0-109.0,False,1,2179,"[1, 2, 0]",stimuli/1111001.jpg,413326,prediction_trial,134,image-keyboard-response,False,
241,Experimen 4,False,0,False,False,110,1,0,False,False,True,True,101,True,0.0-111.0,False,1,4719,"[1, 0]",stimuli/1110101.jpg,418697,prediction_trial,136,image-keyboard-response,False,
241,Experimen 4,True,1,False,False,110,0,0,False,False,False,False,110,False,0.0-113.0,True,0,2442,"[1, 0]",stimuli/0110110.jpg,421756,prediction_trial,138,image-keyboard-response,False,
241,Experimen 4,True,1,True,True,101,1,1,True,True,True,True,100,True,0.0-115.0,False,1,1227,[1],stimuli/1101100.jpg,423529,prediction_trial,140,image-keyboard-response,False,
241,Experimen 4,False,0,True,True,001,0,0,False,False,False,False,110,False,0.0-117.0,True,1,1742,[0],stimuli/0001110.jpg,425799,prediction_trial,142,image-keyboard-response,False,
241,Experimen 4,False,0,False,True,010,1,1,False,True,True,True,101,True,0.0-119.0,False,2,1538,[1],stimuli/1010101.jpg,427944,prediction_trial,144,image-keyboard-response,False,
241,Experimen 4,True,1,True,True,100,1,1,True,True,True,True,001,True,0.0-121.0,False,1,5621,[1],stimuli/1100001.jpg,434118,prediction_trial,146,image-keyboard-response,False,
241,Experimen 4,False,0,True,True,000,0,0,False,False,False,False,111,True,0.0-123.0,False,1,2266,[0],stimuli/0000111.jpg,436807,prediction_trial,148,image-keyboard-response,False,
241,Experimen 4,True,1,False,True,010,1,1,False,False,False,False,110,False,0.0-125.0,True,1,2615,[1],stimuli/1010110.jpg,440069,prediction_trial,150,image-keyboard-response,False,
241,Experimen 4,False,0,False,False,011,3,1,False,False,True,True,110,False,0.0-127.0,False,2,2424,"[1, 2]",stimuli/3011110.jpg,442925,prediction_trial,152,image-keyboard-response,True,
241,Experimen 4,False,0,True,True,000,1,1,False,False,False,False,110,True,0.0-129.0,False,0,2140,[1],stimuli/1000110.jpg,445853,prediction_trial,154,image-keyboard-response,False,
241,Experimen 4,False,0,True,True,011,0,0,False,False,False,False,101,False,0.0-131.0,True,1,1268,[0],stimuli/0011101.jpg,447668,prediction_trial,156,image-keyboard-response,False,
241,Experimen 4,False,0,False,True,010,1,1,False,False,False,False,011,False,0.0-133.0,True,2,1966,[1],stimuli/1010011.jpg,450230,prediction_trial,158,image-keyboard-response,False,
241,Experimen 4,True,1,False,True,010,1,1,False,True,True,True,000,True,0.0-135.0,False,1,3804,[1],stimuli/1010000.jpg,454518,prediction_trial,160,image-keyboard-response,False,
241,Experimen 4,True,1,False,True,010,3,1,False,True,True,True,111,False,0.0-137.0,False,1,4761,[1],stimuli/3010111.jpg,460094,prediction_trial,162,image-keyboard-response,True,
241,Experimen 4,False,0,False,False,110,3,0,False,False,True,True,111,False,0.0-139.0,False,1,3268,"[0, 1]",stimuli/3110111.jpg,463916,prediction_trial,164,image-keyboard-response,True,
241,Experimen 4,False,0,True,True,110,2,2,False,False,False,False,011,False,0.0-141.0,True,0,2376,[2],stimuli/2110011.jpg,466870,prediction_trial,166,image-keyboard-response,False,
241,Experimen 4,False,0,False,False,011,2,1,False,False,True,True,110,True,0.0-143.0,False,2,2426,"[1, 2]",stimuli/2011110.jpg,470984,prediction_trial,168,image-keyboard-response,False,
241,Experimen 4,False,0,False,False,111,2,0,False,False,True,True,010,True,0.0-145.0,False,2,5855,"[0, 2, 1]",stimuli/2111010.jpg,477298,prediction_trial,170,image-keyboard-response,False,
241,Experimen 4,False,0,False,False,110,3,1,False,False,True,True,101,False,0.0-147.0,False,0,3443,"[1, 0]",stimuli/3110101.jpg,481402,prediction_trial,172,image-keyboard-response,True,
241,Experimen 4,True,1,True,True,010,0,0,True,True,True,True,001,True,0.0-149.0,False,0,1151,[0],stimuli/0010001.jpg,483185,prediction_trial,174,image-keyboard-response,False,
