workerid,proliferate.condition,accuracy,accuracy_bool,alter_ball_visible,alter_can_infer,alter_occluders,ball_pos,character_choice,collective_ball_visible,collective_can_infer,ego_ball_visible,ego_can_infer,ego_occluders,internal_node_id,response,rt,search_locations,stimulus,time_elapsed,trial,trial_index,trial_type,error
133,Experiment 2,False,0,False,False,111,2,2,False,False,True,True,010,0.0-5.0,0,5475,"[2, 0, 1]",stimuli/2111010.jpg,140858,prediction_trial,30,image-keyboard-response,
133,Experiment 2,False,0,True,True,100,2,2,False,False,False,False,011,0.0-7.0,1,3850,[2],stimuli/2100011.jpg,146099,prediction_trial,32,image-keyboard-response,
133,Experiment 2,True,1,True,True,000,0,0,False,False,False,False,101,0.0-9.0,0,2094,[0],stimuli/0000101.jpg,148731,prediction_trial,34,image-keyboard-response,
133,Experiment 2,True,1,True,True,001,0,0,False,True,False,True,100,0.0-11.0,0,3653,[0],stimuli/0001100.jpg,153194,prediction_trial,36,image-keyboard-response,
133,Experiment 2,True,1,True,True,011,0,0,True,True,True,True,010,0.0-13.0,0,994,[0],stimuli/0011010.jpg,155041,prediction_trial,38,image-keyboard-response,
133,Experiment 2,True,1,True,True,101,1,1,True,True,True,True,100,0.0-15.0,1,915,[1],stimuli/1101100.jpg,156694,prediction_trial,40,image-keyboard-response,
133,Experiment 2,True,1,False,False,011,1,2,False,False,False,False,011,0.0-17.0,2,2541,"[1, 2]",stimuli/1011011.jpg,159985,prediction_trial,42,image-keyboard-response,
133,Experiment 2,False,0,False,False,110,1,0,False,False,True,True,000,0.0-19.0,1,1721,"[1, 0]",stimuli/1110000.jpg,162562,prediction_trial,44,image-keyboard-response,
133,Experiment 2,True,1,True,True,001,0,0,False,False,False,False,111,0.0-21.0,0,3375,[0],stimuli/0001111.jpg,166586,prediction_trial,46,image-keyboard-response,
133,Experiment 2,False,0,True,True,101,1,1,False,False,False,False,110,0.0-23.0,0,3538,[1],stimuli/1101110.jpg,170922,prediction_trial,48,image-keyboard-response,
133,Experiment 2,False,0,False,False,110,0,1,False,False,False,False,111,0.0-25.0,0,1941,"[1, 0]",stimuli/0110111.jpg,173530,prediction_trial,50,image-keyboard-response,
133,Experiment 2,True,1,True,True,101,1,1,False,True,False,True,010,0.0-27.0,1,2917,[1],stimuli/1101010.jpg,177058,prediction_trial,52,image-keyboard-response,
133,Experiment 2,True,1,True,True,100,2,2,True,True,True,True,100,0.0-29.0,2,1122,[2],stimuli/2100100.jpg,178851,prediction_trial,54,image-keyboard-response,
133,Experiment 2,False,0,False,False,101,0,0,False,False,False,False,110,0.0-31.0,1,1743,"[2, 0]",stimuli/0101110.jpg,181315,prediction_trial,56,image-keyboard-response,
133,Experiment 2,False,0,False,False,101,2,2,False,False,False,False,111,0.0-33.0,0,1933,"[0, 2]",stimuli/2101111.jpg,183818,prediction_trial,58,image-keyboard-response,
133,Experiment 2,False,0,False,False,111,1,1,False,False,False,False,111,0.0-35.0,0,1089,"[1, 0, 2]",stimuli/1111111.jpg,185530,prediction_trial,60,image-keyboard-response,
133,Experiment 2,True,1,True,True,110,2,2,True,True,True,True,000,0.0-37.0,2,1110,[2],stimuli/2110000.jpg,187234,prediction_trial,62,image-keyboard-response,
133,Experiment 2,False,0,False,False,011,2,2,False,False,False,False,101,0.0-39.0,0,3487,"[1, 2]",stimuli/2011101.jpg,191578,prediction_trial,64,image-keyboard-response,
133,Experiment 2,True,1,True,True,100,1,1,False,False,False,False,111,0.0-41.0,1,1553,[1],stimuli/1100111.jpg,193803,prediction_trial,66,image-keyboard-response,
133,Experiment 2,True,1,False,True,010,1,1,False,True,True,True,101,0.0-43.0,1,1829,[1],stimuli/1010101.jpg,196298,prediction_trial,68,image-keyboard-response,
133,Experiment 2,True,1,False,True,100,0,0,False,True,True,True,001,0.0-45.0,0,2333,[0],stimuli/0100001.jpg,199204,prediction_trial,70,image-keyboard-response,
133,Experiment 2,True,1,True,True,110,2,2,False,False,False,False,011,0.0-47.0,2,1628,[2],stimuli/2110011.jpg,201496,prediction_trial,72,image-keyboard-response,
133,Experiment 2,True,1,True,True,100,1,1,False,True,False,True,010,0.0-49.0,1,3008,[1],stimuli/1100010.jpg,205194,prediction_trial,74,image-keyboard-response,
133,Experiment 2,False,0,True,True,001,0,0,False,False,False,False,101,0.0-51.0,2,2244,[0],stimuli/0001101.jpg,208154,prediction_trial,76,image-keyboard-response,
133,Experiment 2,True,1,False,False,110,1,0,False,False,False,False,011,0.0-53.0,0,1923,"[0, 1]",stimuli/1110011.jpg,210871,prediction_trial,78,image-keyboard-response,
133,Experiment 2,False,0,True,True,001,1,1,False,False,False,False,110,0.0-55.0,0,1335,[1],stimuli/1001110.jpg,212937,prediction_trial,80,image-keyboard-response,
133,Experiment 2,True,1,False,False,101,0,0,False,False,False,False,101,0.0-57.0,0,1850,"[2, 0]",stimuli/0101101.jpg,215385,prediction_trial,82,image-keyboard-response,
133,Experiment 2,False,0,False,True,010,1,1,False,False,False,False,110,0.0-59.0,0,2286,[1],stimuli/1010110.jpg,218322,prediction_trial,84,image-keyboard-response,
133,Experiment 2,True,1,True,True,001,1,1,False,False,False,False,111,0.0-61.0,1,2523,[1],stimuli/1001111.jpg,221422,prediction_trial,86,image-keyboard-response,
133,Experiment 2,False,0,True,True,001,1,1,False,False,False,False,011,0.0-63.0,2,2723,[1],stimuli/1001011.jpg,224755,prediction_trial,88,image-keyboard-response,
133,Experiment 2,False,0,False,False,111,1,2,False,False,False,False,110,0.0-65.0,1,2245,"[2, 1, 0]",stimuli/1111110.jpg,227618,prediction_trial,90,image-keyboard-response,
133,Experiment 2,False,0,False,False,111,2,1,False,False,True,True,110,0.0-67.0,2,2322,"[1, 2, 0]",stimuli/2111110.jpg,234099,prediction_trial,92,image-keyboard-response,
133,Experiment 2,True,1,False,False,111,0,0,False,False,True,True,011,0.0-69.0,0,1218,"[1, 0, 2]",stimuli/0111011.jpg,235873,prediction_trial,94,image-keyboard-response,
133,Experiment 2,True,1,False,False,110,0,0,False,False,True,True,000,0.0-71.0,0,1856,"[0, 1]",stimuli/0110000.jpg,238497,prediction_trial,96,image-keyboard-response,
133,Experiment 2,True,1,False,True,010,1,1,False,True,True,True,000,0.0-73.0,1,1444,[1],stimuli/1010000.jpg,240592,prediction_trial,98,image-keyboard-response,
133,Experiment 2,True,1,True,True,101,1,1,True,True,True,True,001,0.0-75.0,1,1323,[1],stimuli/1101001.jpg,242534,prediction_trial,100,image-keyboard-response,
133,Experiment 2,True,1,True,True,000,0,0,True,True,True,True,000,0.0-77.0,0,1107,[0],stimuli/0000000.jpg,244232,prediction_trial,102,image-keyboard-response,
133,Experiment 2,True,1,True,True,000,2,2,False,True,False,True,001,0.0-79.0,2,1063,[2],stimuli/2000001.jpg,245914,prediction_trial,104,image-keyboard-response,
133,Experiment 2,True,1,True,True,011,0,0,False,False,False,False,110,0.0-81.0,0,3272,[0],stimuli/0011110.jpg,249954,prediction_trial,106,image-keyboard-response,
133,Experiment 2,False,0,True,True,000,2,2,False,False,False,False,011,0.0-83.0,1,2643,[2],stimuli/2000011.jpg,253215,prediction_trial,108,image-keyboard-response,
133,Experiment 2,False,0,True,True,110,2,2,False,False,False,False,101,0.0-85.0,0,2118,[2],stimuli/2110101.jpg,256074,prediction_trial,110,image-keyboard-response,
